doi	paper_type	citation	is_methods_paper	explanation
doi:10.1523/jneurosci.0378-21.2021	ScientificPrimaryResearchArticle	Vlasova RM, Iosif AM, Ryan AM, Funk LH, Murai T, Chen S, Lesh TA, Rowland DJ, Bennett J, Hogrefe CE, Maddock RJ, Gandal MJ, Geschwind DH, Schumann CM, Van de Water J, McAllister AK, Carter CS, Styner MA, Amaral DG, Bauman MD. (2021) Maternal Immune Activation during Pregnancy Alters Postnatal Brain Growth and Cognitive Development in Nonhuman Primate Offspring.	False	The main goal of the paper is to investigate the effects of maternal immune activation during pregnancy on postnatal brain growth and cognitive development in nonhuman primate offspring. The methods used in the study include evaluating neurodevelopment of male rhesus monkeys born to MIA-treated dams and conducting longitudinal MRI to assess brain development.
doi:10.1164/rccm.202011-4182im	ScientificPrimaryResearchArticle	Bing R, Andrews JPM, Williams MC, van Beek EJR, Lucatelli C, MacNaught G, Clark T, Koglin N, Stephens AW, MacAskill MG, Tavares AAS, Dhaliwal K, Dorward DA, Lucas CD, Dweck MR, Newby DE. (2021) <i>In Vivo</i> Thrombosis Imaging in Patients Recovering from COVID-19 and Pulmonary Embolism.	False	The main goal of the paper is to perform thrombosis imaging in patients recovering from COVID-19 and pulmonary embolism, which is more focused on understanding biological phenomena rather than developing new technology or methods.
doi:10.1002/ana.26200	ScientificPrimaryResearchArticle	Harding IH, Chopra S, Arrigoni F, Boesch S, Brunetti A, Cocozza S, Corben LA, Deistung A, Delatycki M, Diciotti S, Dogan I, Evangelisti S, França MC, Göricke SL, Georgiou-Karistianis N, Gramegna LL, Henry PG, Hernandez-Castillo CR, Hutter D, Jahanshad N, Joers JM, Lenglet C, Lodi R, Manners DN, Martinez ARM, Martinuzzi A, Marzi C, Mascalchi M, Nachbauer W, Pane C, Peruzzo D, Pisharady PK, Pontillo G, Reetz K, Rezende TJR, Romanzetti S, Saccà F, Scherfler C, Schulz JB, Stefani A, Testa C, Thomopoulos SI, Timmann D, Tirelli S, Tonon C, Vavla M, Egan GF, Thompson PM. (2021) Brain Structure and Degeneration Staging in Friedreich Ataxia: Magnetic Resonance Imaging Volumetrics from the ENIGMA-Ataxia Working Group.	False	The main goal of the paper is to investigate the brain structure and degeneration staging in Friedreich Ataxia using magnetic resonance imaging volumetrics. The focus is on understanding the spatial profile and progressive evolution of structural brain abnormalities in individuals with FRDA.
doi:10.1242/bio.058734	ScientificPrimaryResearchArticle	Lepanto P, Levin-Ferreyra F, Koziol U, Malacrida L, Badano JL. (2021) Insights into in vivo adipocyte differentiation through cell-specific labeling in zebrafish.	False	The goal of the work is to investigate how tissue and systemic factors influence the differentiation of new adipocytes in vivo in zebrafish, rather than to develop a new technology or method.
doi:10.1016/j.celrep.2021.109662	ScientificPrimaryResearchArticle	Lucas RM, Liu L, Curson JEB, Koh YWH, Tuladhar N, Condon ND, Das Gupta K, Burgener SS, Schroder K, Ingley E, Sweet MJ, Stow JL, Luo L. (2021) SCIMP is a spatiotemporal transmembrane scaffold for Erk1/2 to direct pro-inflammatory signaling in TLR-activated macrophages.	False	The main goal of the paper is to investigate how the immune-specific transmembrane adaptor SCIMP serves as a scaffold for Erk1/2 in TLR pathways and to understand its role in TLR-mediated pro-inflammatory responses in macrophages.
doi:10.1016/j.neuro.2021.08.011	ScientificPrimaryResearchArticle	Calsbeek JJ, González EA, Boosalis CA, Zolkowska D, Bruun DA, Rowland DJ, Saito NH, Harvey DJ, Chaudhari AJ, Rogawski MA, Garbow JR, Lein PJ. (2021) Strain differences in the extent of brain injury in mice after tetramethylenedisulfotetramine-induced status epilepticus.	False	The work aims to investigate the extent of brain injury in mice after TETS-induced status epilepticus in different mouse strains. The methods involve using in vivo imaging techniques to monitor brain injury and neuroinflammation.
doi:10.1038/s41467-021-25187-1	ScientificPrimaryResearchArticle	Quinn SE, Huang L, Kerkvliet JG, Swanson JA, Smith S, Hoppe AD, Anderson RB, Thiex NW, Scott BL. (2021) The structural dynamics of macropinosome formation and PI3-kinase-mediated sealing revealed by lattice light sheet microscopy.	False	The main goal of the paper is to investigate the structural dynamics of macropinosome formation and PI3-kinase-mediated sealing, not to develop new technology or methods.
doi:10.1016/j.cell.2021.07.017	ScientificPrimaryResearchArticle	Vergara HM, Pape C, Meechan KI, Zinchenko V, Genoud C, Wanner AA, Mutemi KN, Titze B, Templin RM, Bertucci PY, Simakov O, Dürichen W, Machado P, Savage EL, Schermelleh L, Schwab Y, Friedrich RW, Kreshuk A, Tischer C, Arendt D. (2021) Whole-body integration of gene expression and single-cell morphology.	False	The paper's goal is to explore the link between gene expression and morphology in animal bodies, not to develop new technology or methods. The methods used involve registering an expression atlas to an electron microscopy volume and automated segmentation of cells and nuclei.
doi:10.1073/pnas.2101391118	ScientificPrimaryResearchArticle	Niekamp S, Stuurman N, Zhang N, Vale RD. (2021) Three-color single-molecule imaging reveals conformational dynamics of dynein undergoing motility.	False	The paper's main goals are to investigate the conformational dynamics of dynein during motility and to model dynein stepping, rather than developing new technology or methods.
doi:10.1101/2021.07.16.452693	ScientificPrimaryResearchPreprint	Jin M, Shirazinejad C, Wang B, Yan A, Schöneberg J, Upadhyayula S, Xu K, Drubin DG. (2021) Rescue of stalled clathrin-mediated endocytosis by asymmetric Arp2/3-mediated actin assembly	False	The main goal of the paper is to investigate how actin assembly rescues stalled clathrin-mediated endocytosis sites, using various microscopy techniques and computational analysis. The focus is on understanding the biological process rather than developing a new method.
doi:10.1101/2021.07.12.451665	ScientificPrimaryResearchPreprint	Jo S, Cronin NM, Dewi Nurmalasari NP, Kerkvliet JG, Bailey EM, Anderson RB, Scott BL, Hoppe AD. (2021) IgG surface mobility promotes antibody dependent cellular phagocytosis by Syk and Arp2/3 mediated reorganization of Fcγ receptors in macrophages	False	The main goal of the paper is to investigate how IgG surface mobility promotes antibody-dependent cellular phagocytosis by studying the movements of Rituximab during ADCP, analyzing the reorganization of Fcγ receptors, and assessing the contributions of Syk and Arp2/3 in macrophages. The paper aims to understand the mechanisms underlying these processes rather than developing new technology or methods.
doi:10.1172/jci.insight.142945	ScientificPrimaryResearchArticle	Vang A, da Silva Gonçalves Bos D, Fernandez-Nicolas A, Zhang P, Morrison AR, Mancini TJ, Clements RT, Polina I, Cypress MW, Jhun BS, Hawrot E, Mende U, O-Uchi J, Choudhary G. (2021) α7 Nicotinic acetylcholine receptor mediates right ventricular fibrosis and diastolic dysfunction in pulmonary hypertension.	False	The goal of the paper is to investigate the role of α7 nicotinic acetylcholine receptor in right ventricular fibrosis and dysfunction in the context of pulmonary hypertension, as well as to explore potential therapeutic strategies. The methods used involve studying RV tissue from PH patients, an experimental rat model of PH, in vitro studies, and pharmacological antagonism of nAChR.
doi:10.1016/j.devcel.2021.05.015	ScientificPrimaryResearchArticle	Chou YY, Upadhyayula S, Houser J, He K, Skillern W, Scanavachi G, Dang S, Sanyal A, Ohashi KG, Di Caprio G, Kreutzberger AJB, Vadakkan TJ, Kirchhausen T. (2021) Inherited nuclear pore substructures template post-mitotic pore assembly.	False	The goal of the paper is to investigate how biological systems work, specifically focusing on the process of post-mitotic nuclear pore assembly. The methods described are used to support the findings and conclusions about the mechanisms involved in this biological process.
doi:10.3390/ijms22115948	ScientificPrimaryResearchArticle	Douek AM, Amiri Khabooshan M, Henry J, Stamatis SA, Kreuder F, Ramm G, Änkö ML, Wlodkowic D, Kaslin J. (2021) An Engineered <i>sgsh</i> Mutant Zebrafish Recapitulates Molecular and Behavioural Pathobiology of Sanfilippo Syndrome A/MPS IIIA.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the pathobiology of Sanfilippo Syndrome A/MPS IIIA using a zebrafish model.
doi:10.3389/fpls.2021.616631	ScientificPrimaryResearchArticle	Kumar K, Gibbs HC, Yeh AT, Griffing LR. (2021) The Sterol Trafficking Pathway in <i>Arabidopsis thaliana</i>.	False	The main goal of the paper is to investigate the sterol trafficking pathway in Arabidopsis thaliana by studying the internalization mechanism of sterols in plant cells, which falls under understanding biological phenomena rather than developing new technology or methods.
doi:10.1038/s41467-021-23241-6	ScientificPrimaryResearchArticle	Rodgers SJ, Ooms LM, Oorschot VMJ, Schittenhelm RB, Nguyen EV, Hamila SA, Rynkiewicz N, Gurung R, Eramo MJ, Sriratana A, Fedele CG, Caramia F, Loi S, Kerr G, Abud HE, Ramm G, Papa A, Ellisdon AM, Daly RJ, McLean CA, Mitchell CA. (2021) INPP4B promotes PI3Kα-dependent late endosome formation and Wnt/β-catenin signaling in breast cancer.	False	The main goal of the paper is to investigate how biological systems work by exploring the role of INPP4B in promoting PI3Kα-dependent late endosome formation and Wnt/β-catenin signaling in breast cancer.
doi:10.7554/elife.62196	ScientificPrimaryResearchArticle	Okuda KS, Keyser MS, Gurevich DB, Sturtzel C, Mason EA, Paterson S, Chen H, Scott M, Condon ND, Martin P, Distel M, Hogan BM. (2021) Live-imaging of endothelial Erk activity reveals dynamic and sequential signalling events during regenerative angiogenesis.	False	The main goal of the paper is to investigate how endothelial Erk activity dynamically signals during regenerative angiogenesis, using a newly developed vascular Erk biosensor transgenic line in zebrafish. The study aims to understand the sequence of signalling events in this biological process rather than developing a new technology or method.
doi:10.1101/2021.05.15.442187	ScientificPrimaryResearchPreprint	Vorontsova I, Vallmitjana A, Torrado B, Schilling T, Hall JE, Gratton E, Malacrida L. (2021) <i>In vivo</i> macromolecular crowding is differentially modulated by Aquaporin 0 in zebrafish lens: insights from a nano-environment sensor and spectral imaging	False	The main goal of the paper is to investigate the roles of Aquaporin 0 in macromolecular crowding in the zebrafish lens, providing insights into lens development and vision. The methods used, such as the water nano-environmentally sensitive sensor and spectral imaging, are aimed at achieving the goal of understanding the biological system.
doi:10.1007/s11682-021-00467-y	ScientificPrimaryResearchArticle	Cabeen RP, Toga AW, Allman JM. (2021) Frontoinsular cortical microstructure is linked to life satisfaction in young adulthood.	False	The goal of the paper is to investigate the link between frontoinsular cortical microstructure and life satisfaction in young adults, using neuroimaging techniques. The paper aims to understand the biological basis of life satisfaction rather than developing a new technology or method.
doi:10.1038/s41467-021-22253-6	ScientificPrimaryResearchArticle	Horne CR, Venugopal H, Panjikar S, Wood DM, Henrickson A, Brookes E, North RA, Murphy JM, Friemann R, Griffin MDW, Ramm G, Demeler B, Dobson RCJ. (2021) Mechanism of NanR gene repression and allosteric induction of bacterial sialic acid metabolism.	False	The main goal of the paper is to investigate the mechanism of NanR gene repression and allosteric induction of bacterial sialic acid metabolism. The methods used in the study, such as cryo-electron microscopy and crystal structure analysis, were employed to understand the biological processes rather than to develop new technology or methods.
doi:10.1183/23120541.lsc-2021.33	ScientificPrimaryResearchArticle	M M Khan et al. (2021) Glucocorticoids exacerbate TGFß1 mediated fibrotic signalling in lung fibroblasts by inhibition of metalloproteinase expression and activity	False	The main goal of the paper is to investigate how glucocorticoids exacerbate TGFß1 mediated fibrotic signaling in lung fibroblasts, rather than developing new technology or methods. The study aims to understand the biological mechanisms underlying the observed effects.
doi:10.1016/j.cub.2021.02.028	ScientificPrimaryResearchArticle	Glanc M, Van Gelderen K, Hoermayer L, Tan S, Naramoto S, Zhang X, Domjan D, Včelařová L, Hauschild R, Johnson A, de Koning E, van Dop M, Rademacher E, Janson S, Wei X, Molnár G, Fendrych M, De Rybel B, Offringa R, Friml J. (2021) AGC kinases and MAB4/MEL proteins maintain PIN polarity by limiting lateral diffusion in plant cells.	False	The main goal of the paper is to investigate how AGC kinases and MAB4/MEL proteins regulate PIN polarity in plant cells, rather than developing new technology or methods.
doi:10.3389/fmed.2021.606678	ScientificReviewArticle	Amarelle L, Quintela L, Hurtado J, Malacrida L. (2021) Hyperoxia and Lungs: What We Have Learned From Animal Models.	False	The main goals of the paper involve understanding the effects of hyperoxia on lung pathology using animal models. The methods mentioned are translational investigations with animal models to explore injuring stimuli and understand pathological mechanisms.
doi:10.1002/hep4.1691	ScientificPrimaryResearchArticle	Park KH, Gooz M, Ye ZW, Zhang J, Beeson GC, Rockey DC, Kim SH. (2021) Flavin Adenine Dinucleotide Depletion Caused by <i>electron transfer flavoprotein subunit alpha</i> Haploinsufficiency Leads to Hepatic Steatosis and Injury in Zebrafish.	False	The main goal of the paper is to investigate how FAD depletion caused by etfa haploinsufficiency leads to hepatic steatosis and injury in zebrafish. The paper aims to understand the biological consequences of this specific genetic defect rather than developing new technology or methods.
doi:10.1084/jem.20200551	ScientificPrimaryResearchArticle	Marki A, Buscher K, Lorenzini C, Meyer M, Saigusa R, Fan Z, Yeh YT, Hartmann N, Dan JM, Kiosses WB, Golden GJ, Ganesan R, Winkels H, Orecchioni M, McArdle S, Mikulski Z, Altman Y, Bui J, Kronenberg M, Chien S, Esko JD, Nizet V, Smalley D, Roth J, Ley K. (2021) Elongated neutrophil-derived structures are blood-borne microparticles formed by rolling neutrophils during sepsis.	False	The main goal of the paper is to investigate the formation and characteristics of elongated neutrophil-derived structures (ENDS), not to develop or test a new technique or method.
doi:10.3389/fimmu.2021.630002	ScientificPrimaryResearchArticle	Vaahtomeri K, Moussion C, Hauschild R, Sixt M. (2021) Shape and Function of Interstitial Chemokine CCL21 Gradients Are Independent of Heparan Sulfates Produced by Lymphatic Endothelium.	False	The main goal of the paper is to investigate how the shape and function of interstitial chemokine CCL21 gradients are independent of heparan sulfates produced by lymphatic endothelium. The study aims to understand the necessity of CCL21 anchoring to lymphatic capillary heparan sulfates in the formation of interstitial CCL21 gradients.
doi:10.1038/s41586-020-03169-5	ScientificPrimaryResearchArticle	Moyle MW, Barnes KM, Kuchroo M, Gonopolskiy A, Duncan LH, Sengupta T, Shao L, Guo M, Santella A, Christensen R, Kumar A, Wu Y, Moon KR, Wolf G, Krishnaswamy S, Bao Z, Shroff H, Mohler WA, Colón-Ramos DA. (2021) Structural and developmental principles of neuropil assembly in C. elegans.	False	The main goal of the paper is to investigate the structural and developmental principles of neuropil assembly in C. elegans, rather than developing new technology or methods.
doi:10.1111/joa.13413	ScientificReviewArticle	Terrier LM, Hadjikhani N, Velut S, Magnain C, Amelot A, Bernard F, Zöllei L, Destrieux C. (2021) The trigeminal system: The meningovascular complex- A review.	False	The main goal of the paper is to provide a review of the trigeminal system, specifically focusing on the trigeminal nerve's role in sensory perception and its potential involvement in pathologies. The paper aims to present comprehensive information and spark further exploration in the field of headache and brain diseases, rather than developing new technology or methods.
doi:10.1038/s41385-021-00378-7	ScientificPrimaryResearchArticle	Riffelmacher T, Giles DA, Zahner S, Dicker M, Andreyev AY, McArdle S, Perez-Jeldres T, van der Gracht E, Murray MP, Hartmann N, Tumanov AV, Kronenberg M. (2021) Metabolic activation and colitis pathogenesis is prevented by lymphotoxin β receptor expression in neutrophils.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the role of lymphotoxin β receptor expression in neutrophils in preventing exacerbated immune pathogenesis during colitis.
doi:10.3389/fcell.2021.624823	ScientificPrimaryResearchArticle	Schiavon CR, Shadel GS, Manor U. (2021) Impaired Mitochondrial Mobility in Charcot-Marie-Tooth Disease.	False	The main goal of the paper is to investigate the potential role of altered mitochondrial mobility in the pathogenesis of axonal CMT, rather than developing new technology or methods. The focus is on understanding the disease mechanism.
doi:10.1371/journal.pgen.1009277	ScientificPrimaryResearchArticle	Lehman BJ, Lopez-Diaz FJ, Santisakultarm TP, Fang L, Shokhirev MN, Diffenderfer KE, Manor U, Emerson BM. (2021) Dynamic regulation of CTCF stability and sub-nuclear localization in response to stress.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the dynamic regulation of CTCF stability and sub-nuclear localization in response to stress. The methods used in the study include immune-blotting, quantitative real time-PCR, ChIP-seq analysis, mass spectrometry, RNA immunoprecipitation-sequence analysis, and microscopy to examine CTCF during the cellular stress response.
doi:10.1182/blood.2019003446	ScientificPrimaryResearchArticle	Wen L, Marki A, Roy P, McArdle S, Sun H, Fan Z, Gingras AR, Ginsberg MH, Ley K. (2021) Kindlin-3 recruitment to the plasma membrane precedes high-affinity β2-integrin and neutrophil arrest from rolling.	False	The paper aims to investigate how Kindlin-3 recruitment to the plasma membrane precedes high-affinity β2-integrin and neutrophil arrest from rolling. The methods involve measuring spatiotemporal dynamics of Kindlin-3 and β2-integrin conformation changes during neutrophil and HL-60 cell rolling and arrest under flow, using high-resolution quantitative dynamic footprinting microscopy and Kindlin-3-fluorescent protein fusion proteins.
doi:10.1016/j.celrep.2020.108641	ScientificPrimaryResearchArticle	Cullen CL, Pepper RE, Clutterbuck MT, Pitman KA, Oorschot V, Auderset L, Tang AD, Ramm G, Emery B, Rodger J, Jolivet RB, Young KM. (2021) Periaxonal and nodal plasticities modulate action potential conduction in the adult mouse brain.	False	The main goal of the paper is to investigate how periaxonal and nodal plasticities modulate action potential conduction in the adult mouse brain, rather than developing new technology or methods.
doi:10.7554/elife.63452	ScientificPrimaryResearchArticle	Tullett KM, Tan PS, Park HY, Schittenhelm RB, Michael N, Li R, Policheni AN, Gruber E, Huang C, Fulcher AJ, Danne JC, Czabotar PE, Wakim LM, Mintern JD, Ramm G, Radford KJ, Caminschi I, O'Keeffe M, Villadangos JA, Wright MD, Blewitt ME, Heath WR, Shortman K, Purcell AW, Nicola NA, Zhang JG, Lahoud MH. (2020) RNF41 regulates the damage recognition receptor Clec9A and antigen cross-presentation in mouse dendritic cells.	False	The main goal of the paper is to investigate how the E3 ubiquitin ligase RNF41 regulates the damage recognition receptor Clec9A and antigen cross-presentation in mouse dendritic cells. The work focuses on understanding the biological mechanisms involved in antigen cross-presentation and regulation by RNF41.
doi:10.1101/2020.12.01.390195	ScientificPrimaryResearchPreprint	Quinn SE, Huang L, Kerkvliet JG, Swanson JA, Smith S, Hoppe AD, Anderson RB, Thiex NW, Scott BL. (2020) The structural dynamics of macropinosome formation and PI3-kinase-mediated sealing revealed by lattice light sheet microscopy	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the structural dynamics of macropinosome formation and PI3-kinase-mediated sealing using lattice light sheet microscopy.
doi:10.1016/j.virusres.2020.198246	ScientificPrimaryResearchArticle	Luban J, Sattler RA, Mühlberger E, Graci JD, Cao L, Weetall M, Trotta C, Colacino JM, Bavari S, Strambio-De-Castillia C, Suder EL, Wang Y, Soloveva V, Cintron-Lue K, Naryshkin NA, Pykett M, Welch EM, O'Keefe K, Kong R, Goodwin E, Jacobson A, Paessler S, Peltz SW. (2020) The DHODH inhibitor PTC299 arrests SARS-CoV-2 replication and suppresses induction of inflammatory cytokines.	False	The main goal of the paper is to investigate the anti-COVID-19 potential of PTC299, an inhibitor of DHODH, and its effects on SARS-CoV-2 replication and inflammatory cytokine production. The work focuses on understanding the biological effects of the compound rather than developing a new technology or method.
doi:10.1016/j.chom.2020.11.003	ScientificPrimaryResearchArticle	Cortese M, Lee JY, Cerikan B, Neufeldt CJ, Oorschot VMJ, Köhrer S, Hennies J, Schieber NL, Ronchi P, Mizzon G, Romero-Brey I, Santarella-Mellwig R, Schorb M, Boermel M, Mocaer K, Beckwith MS, Templin RM, Gross V, Pape C, Tischer C, Frankish J, Horvat NK, Laketa V, Stanifer M, Boulant S, Ruggieri A, Chatel-Chaix L, Schwab Y, Bartenschlager R. (2020) Integrative Imaging Reveals SARS-CoV-2-Induced Reshaping of Subcellular Morphologies.	False	The main goal of the paper is to investigate the morphological organelle alterations induced in SARS-CoV-2-infected human lung epithelial cells and to understand the virus-induced cytopathic effects. The methods used, such as integrative imaging analysis, 3D electron microscopy reconstructions, live cell imaging, and pharmacological inhibition, were employed to study these biological phenomena rather than to develop new technology or methods.
doi:10.1096/fj.202001693r	ScientificPrimaryResearchArticle	Rovini A, Heslop K, Hunt EG, Morris ME, Fang D, Gooz M, Gerencser AA, Maldonado EN. (2020) Quantitative analysis of mitochondrial membrane potential heterogeneity in unsynchronized and synchronized cancer cells.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the heterogeneity of mitochondrial membrane potential in cancer cells and fibroblasts throughout the cell cycle.
doi:10.1016/j.plantsci.2020.110750	ScientificPrimaryResearchArticle	Gelová Z, Gallei M, Pernisová M, Brunoud G, Zhang X, Glanc M, Li L, Michalko J, Pavlovičová Z, Verstraeten I, Han H, Hajný J, Hauschild R, Čovanová M, Zwiewka M, Hoermayer L, Fendrych M, Xu T, Vernoux T, Friml J. (2020) Developmental roles of Auxin Binding Protein 1 in Arabidopsis thaliana.	False	The paper aims to investigate the role of Auxin Binding Protein 1 (ABP1) in plant development by combining expression analysis with gain- and loss-of-function approaches. The work focuses on understanding the biological role of ABP1 rather than developing new technology or methods.
doi:10.1038/s41467-020-19317-4	ScientificPrimaryResearchArticle	Trzeciakiewicz H, Ajit D, Tseng JH, Chen Y, Ajit A, Tabassum Z, Lobrovich R, Peterson C, Riddick NV, Itano MS, Tripathy A, Moy SS, Lee VMY, Trojanowski JQ, Irwin DJ, Cohen TJ. (2020) An HDAC6-dependent surveillance mechanism suppresses tau-mediated neurodegeneration and cognitive decline.	False	The work aims to investigate the role of HDAC6 in tau-mediated neurodegeneration and cognitive decline. The methods used are not focused on developing new technology or methods, but on identifying the HDAC6-chaperone complex and its effects on tau acetylation and hyperphosphorylation.
doi:10.1371/journal.pcbi.1008370	ScientificPrimaryResearchArticle	Kreeger PK, Brock A, Gibbs HC, Grande-Allen KJ, Huang AH, Masters KS, Rangamani P, Reagan MR, Servoss SL. (2020) Ten simple rules for women principal investigators during a pandemic.	False	The paper provides guidelines (rules) for women principal investigators during a pandemic, focusing on strategies and recommendations rather than developing new technology or investigating biological systems.
doi:10.3390/ijms21217845	ScientificPrimaryResearchArticle	Jacobs BA, Jacobs BA, Prince S, Smith KA. (2020) Gastrointestinal Nematode-Derived Antigens Alter Colorectal Cancer Cell Proliferation and Migration through Regulation of Cell Cycle and Epithelial-Mesenchymal Transition Proteins.	False	The main goal of the work is to investigate how antigens derived from a gastrointestinal nematode affect colorectal cancer cell proliferation and migration, as well as the underlying molecular mechanisms. The methods used are aimed at demonstrating the effects of these antigens on cancer cell behavior.
doi:10.1080/15548627.2020.1833500	ScientificPrimaryResearchArticle	Ruparelia AA, McKaige EA, Williams C, Schulze KE, Fuchs M, Oorschot V, Lacene E, Meregalli M, Lee C, Serrano RJ, Baxter EC, Monro K, Torrente Y, Ramm G, Stojkovic T, Lavoie JN, Bryson-Richardson RJ. (2020) Metformin rescues muscle function in BAG3 myofibrillar myopathy models.	False	The main goal of the paper is to investigate how metformin rescues muscle function in BAG3 myofibrillar myopathy models by studying the disease mechanisms, identifying therapies, and evaluating the effectiveness of metformin in rescuing muscle function.
doi:10.1038/s41586-020-2816-5	ScientificPrimaryResearchArticle	Fuqua T, Jordan J, van Breugel ME, Halavatyi A, Tischer C, Polidoro P, Abe N, Tsai A, Mann RS, Stern DL, Crocker J. (2020) Dense and pleiotropic regulatory information in a developmental enhancer.	False	The main goal of the paper is to investigate the dense and pleiotropic regulatory information in a developmental enhancer, rather than developing new technology or methods.
doi:10.1073/pnas.2016905117	ScientificPrimaryResearchArticle	Stevenson AJ, Vanwalleghem G, Stewart TA, Condon ND, Lloyd-Lewis B, Marino N, Putney JW, Scott EK, Ewing AD, Davis FM. (2020) Multiscale imaging of basal cell dynamics in the functionally mature mammary gland.	False	The goal of the paper is to investigate how biological systems work, specifically focusing on the spatiotemporal properties of physiological signals that lead to milk ejection in the mammary gland, rather than developing new technology or methods.
doi:10.7554/elife.58626	ScientificPrimaryResearchArticle	Barnes KM, Fan L, Moyle MW, Brittin CA, Xu Y, Colón-Ramos DA, Santella A, Bao Z. (2020) Cadherin preserves cohesion across involuting tissues during <i>C. elegans</i> neurulation.	False	The main goal of the paper is to investigate how force propels coordinated tissue movement and how internalization happens during neurulation in C. elegans, as well as to highlight shared morphology and gene expression in tissues driving involution.
doi:10.1126/sciadv.abb7854	ScientificPrimaryResearchArticle	Seervai RNH, Jangid RK, Karki M, Tripathi DN, Jung SY, Kearns SE, Verhey KJ, Cianfrocco MA, Millis BA, Tyska MJ, Mason FM, Rathmell WK, Park IY, Dere R, Walker CL. (2020) The Huntingtin-interacting protein SETD2/HYPB is an actin lysine methyltransferase.	False	The goal of the paper is to investigate how the biological system works by studying the role of SETD2 as an actin lysine methyltransferase in association with Huntingtin and actin-binding adapter HIP1R. The methods used are not focused on developing new technology or methods, but rather on experimental validation of the role of SETD2 in actin methylation and polymerization.
doi:10.1016/j.ejphar.2020.173538	ScientificPrimaryResearchArticle	Supasai S, González EA, Rowland DJ, Hobson B, Bruun DA, Guignet MA, Soares S, Singh V, Wulff H, Saito N, Harvey DJ, Lein PJ. (2020) Acute administration of diazepam or midazolam minimally alters long-term neuropathological effects in the rat brain following acute intoxication with diisopropylfluorophosphate.	False	The main goal of the paper is to investigate the efficacy of diazepam vs. midazolam in preventing persistent neuropathological effects in rats following acute intoxication with diisopropylfluorophosphate. The methods involve administering these drugs to rats and assessing neurodegeneration, neuroinflammation, and brain mineralization through various techniques.
doi:10.1093/nar/gkaa544	ScientificPrimaryResearchArticle	Skrajna A, Goldfarb D, Kedziora KM, Cousins EM, Grant GD, Spangler CJ, Barbour EH, Yan X, Hathaway NA, Brown NG, Cook JG, Major MB, McGinty RK. (2020) Comprehensive nucleosome interactome screen establishes fundamental principles of nucleosome binding.	False	The main goal of the paper is to investigate how proteins recognize nucleosomes and establish fundamental principles of nucleosome binding, rather than developing new technology or methods.
doi:10.35459/tbp.2019.000111	ScientificPrimaryResearchArticle	Malacrida L, Hedde PN, Torrado B, Gratton E. (2020) Barriers to Diffusion in Cells: Visualization of Membraneless Particles in the Nucleus.	False	The main goal of the paper is to understand the phenomenon of barriers to diffusion in cells and visualize membraneless particles in the nucleus rather than developing new technology or methods.
doi:10.1038/s41467-020-17602-w	ScientificPrimaryResearchArticle	Pan X, Fang L, Liu J, Senay-Aras B, Lin W, Zheng S, Zhang T, Guo J, Manor U, Van Norman J, Chen W, Yang Z. (2020) Auxin-induced signaling protein nanoclustering contributes to cell polarity formation.	False	The main goal of the paper is to investigate how auxin-induced signaling protein nanoclustering contributes to cell polarity formation in Arabidopsis, rather than developing new technology or methods.
doi:10.1007/s10162-020-00762-3	ScientificPrimaryResearchArticle	Boussaty EC, Gillard D, Lavinsky J, Salehi P, Wang J, Mendonça A, Allayee H, Manor U, Friedman RA. (2020) The Genetics of Variation of the Wave 1 Amplitude of the Mouse Auditory Brainstem Response.	False	The main goal of the paper is to investigate how biological systems work by studying the genetic landscape of variation in the wave 1 amplitude of the mouse auditory brainstem response. The methods used, such as genome-wide association analysis and RNA profiling, were employed to understand the genetic basis of the observed variations.
doi:10.1161/circulationaha.119.042863	ScientificPrimaryResearchArticle	Wolf D, Gerhardt T, Winkels H, Michel NA, Pramod AB, Ghosheh Y, Brunel S, Buscher K, Miller J, McArdle S, Baas L, Kobiyama K, Vassallo M, Ehinger E, Dileepan T, Ali A, Schell M, Mikulski Z, Sidler D, Kimura T, Sheng X, Horstmann H, Hansen S, Mitre LS, Stachon P, Hilgendorf I, Gaddis DE, Hedrick C, Benedict CA, Peters B, Zirlik A, Sette A, Ley K. (2020) Pathogenic Autoimmunity in Atherosclerosis Evolves From Initially Protective Apolipoprotein B<sub>100</sub>-Reactive CD4<sup>+</sup> T-Regulatory Cells.	False	The main goal of the paper is to investigate the function and evolution of apoB-reactive T cells in atherosclerosis, rather than developing new technology or methods. The methods used are to track T cells and analyze their transcriptome to understand their behavior.
doi:10.1101/2020.06.13.150045	ScientificPrimaryResearchArticle	Alexander Leithner et al. (2020) Dendritic cell actin dynamics controls T cell priming efficiency at the immunological synapse	False	The main goal of the paper is to investigate how dendritic cell actin dynamics control T cell priming efficiency at the immunological synapse, rather than to develop new technology or methods.
