Key	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract Note	Date	Date Added	Date Modified	Access Date	Pages	Num Pages	Issue	Volume	Number Of Volumes	Journal Abbreviation	Short Title	Series	Series Number	Series Text	Series Title	Publisher	Place	Language	Rights	Type	Archive	Archive Location	Library Catalog	Call Number	Extra	Notes	File Attachments	Link Attachments	Manual Tags	Automatic Tags	Editor	Series Editor	Translator	Contributor	Attorney Agent	Book Author	Cast Member	Commenter	Composer	Cosponsor	Counsel	Interviewer	Producer	Recipient	Reviewed Author	Scriptwriter	Words By	Guest	Number	Edition	Running Time	Scale	Medium	Artwork Size	Filing Date	Application Number	Assignee	Issuing Authority	Country	Meeting Name	Conference Name	Court	References	Reporter	Legal Status	Priority Numbers	Programming Language	Version	System	Code	Code Number	Section	Session	Committee	History	Legislative Body																																																																																						
G3HLRIJR	journalArticle	2020	Oppel, Felix; Ki, Dong H.; Zimmerman, Mark W.; Ross, Kenneth N.; Tao, Ting; Shi, Hui; He, Shuning; Aster, Jon C.; Look, A. Thomas	suz12 inactivation in p53- and nf1-deficient zebrafish accelerates the onset of malignant peripheral nerve sheath tumors and expands the spectrum of tumor types	Disease Models & Mechanisms		1754-8411	10.1242/dmm.042341		Polycomb repressive complex 2 (PRC2) is an epigenetic regulator of gene expression that possesses histone methyltransferase activity. PRC2 trimethylates lysine 27 of histone H3 proteins (H3K27me3) as a chromatin modification associated with repressed transcription of genes frequently involved in cell proliferation or self-renewal. Loss-of-function mutations in the PRC2 core subunit SUZ12 have been identified in a variety of tumors, including malignant peripheral nerve sheath tumors (MPNSTs). To determine the consequences of SUZ12 loss in the pathogenesis of MPNST and other cancers, we used CRISPR-Cas9 to disrupt the open reading frame of each of two orthologous suz12 genes in zebrafish: suz12a and suz12b We generated these knockout alleles in the germline of our previously described p53 (also known as tp53)- and nf1-deficient zebrafish model of MPNSTs. Loss of suz12 significantly accelerated the onset and increased the penetrance of MPNSTs compared to that in control zebrafish. Moreover, in suz12-deficient zebrafish, we detected additional types of tumors besides MPNSTs, including leukemia with histological characteristics of lymphoid malignancies, soft tissue sarcoma and pancreatic adenocarcinoma, which were not detected in p53/nf1-deficient control fish, and are also contained in the human spectrum of SUZ12-deficient malignancies identified in the AACR Genie database. The suz12-knockout tumors displayed reduced or abolished H3K27me3 epigenetic marks and upregulation of gene sets reported to be targeted by PRC2. Thus, these zebrafish lines with inactivation of suz12 in combination with loss of p53/nf1 provide a model of human MPNSTs and multiple other tumor types, which will be useful for mechanistic studies of molecular pathogenesis and targeted therapy with small molecule inhibitors.	2020-08-27	2024-03-06 20:20:59	2024-03-06T20:20:59Z		dmm042341		8	13		Dis Model Mech								eng					PubMed		PMID: 32651197 PMCID: PMC7473648					Adenocarcinoma; Animals; Animals, Genetically Modified; Antineoplastic Agents; Cell Transformation, Neoplastic; DNA Methylation; Disease Models, Animal; Epigenesis, Genetic; Gene Expression Regulation, Neoplastic; Gene Silencing; Leukemia; MAP Kinase Kinase Kinases; MPNST; NF1; Neurofibromin 1; Neurofibrosarcoma; Pancreatic Neoplasms; Protein Kinase Inhibitors; RAS signaling; SUZ12; Sarcoma; Signal Transduction; Soft Tissue Neoplasms; Tumor Suppressor Protein p53; Zebrafish; Zebrafish Proteins; p53																																																																																																																																				
7F7VYJX3	journalArticle	2019	Navajas Acedo, Joaquin; Voas, Matthew G.; Alexander, Richard; Woolley, Thomas; Unruh, Jay R.; Li, Hua; Moens, Cecilia; Piotrowski, Tatjana	PCP and Wnt pathway components act in parallel during zebrafish mechanosensory hair cell orientation	Nature Communications		2041-1723	10.1038/s41467-019-12005-y		Planar cell polarity (PCP) plays crucial roles in developmental processes such as gastrulation, neural tube closure and hearing. Wnt pathway mutants are often classified as PCP mutants due to similarities between their phenotypes. Here, we show that in the zebrafish lateral line, disruptions of the PCP and Wnt pathways have differential effects on hair cell orientations. While mutations in the PCP genes vangl2 and scrib cause random orientations of hair cells, mutations in wnt11f1, gpc4 and fzd7a/b induce hair cells to adopt a concentric pattern. This concentric pattern is not caused by defects in PCP but is due to misaligned support cells. The molecular basis of the support cell defect is unknown but we demonstrate that the PCP and Wnt pathways work in parallel to establish proper hair cell orientation. Consequently, hair cell orientation defects are not solely explained by defects in PCP signaling, and some hair cell phenotypes warrant re-evaluation.	2019-09-05	2024-03-06 20:20:59	2024-03-06T20:20:59Z		3993		1	10		Nat Commun								eng					PubMed		PMID: 31488837 PMCID: PMC6728366					Animals; Cell Polarity; Gene Expression Regulation, Developmental; Hair Cells, Auditory; Heparan Sulfate Proteoglycans; Membrane Proteins; Morphogenesis; Mutation; Neural Tube Defects; Neurulation; Receptors, Cell Surface; Wnt Signaling Pathway; Wnt1 Protein; Zebrafish; Zebrafish Proteins																																																																																																																																				
2FPYDTI3	journalArticle	2019	Adam, Anne-Catrin; Lie, Kai Kristoffer; Whatmore, Paul; Jakt, Lars Martin; Moren, Mari; Skjærven, Kaja Helvik	Profiling DNA methylation patterns of zebrafish liver associated with parental high dietary arachidonic acid	PloS One		1932-6203	10.1371/journal.pone.0220934		Diet has been shown to influence epigenetic key players, such as DNA methylation, which can regulate the gene expression potential in both parents and offspring. Diets enriched in omega-6 and deficient in omega-3 PUFAs (low dietary omega-3/omega-6 PUFA ratio), have been associated with the promotion of pathogenesis of diseases in humans and other mammals. In this study, we investigated the impact of increased dietary intake of arachidonic acid (ARA), a physiologically important omega-6 PUFA, on 2 generations of zebrafish. Parental fish were fed either a low or a high ARA diet, while the progeny of both groups were fed the low ARA diet. We screened for DNA methylation on single base-pair resolution using reduced representation bisulfite sequencing (RRBS). The DNA methylation profiling revealed significant differences between the dietary groups in both parents and offspring. The majority of differentially methylated loci associated with high dietary ARA were found in introns and intergenic regions for both generations. Common loci between the identified differentially methylated loci in F0 and F1 livers were reported. We described overlapping gene annotations of identified methylation changes with differential expression, but based on a small number of overlaps. The present study describes the diet-associated methylation profiles across genomic regions, and it demonstrates that parental high dietary ARA modulates DNA methylation patterns in zebrafish liver.	2019	2024-03-06 20:20:59	2024-03-06T20:20:59Z		e0220934		8	14		PLoS One								eng					PubMed		PMID: 31398226 PMCID: PMC6688801					Animals; Arachidonic Acid; Body Weight; Cluster Analysis; DNA Methylation; Diet; Feeding Behavior; Gene Expression Regulation; Genetic Loci; Genome; Liver; Molecular Sequence Annotation; Zebrafish																																																																																																																																				
6PJ3IUSV	journalArticle	2018	Tudorache, Christian; Slabbekoorn, Hans; Robbers, Yuri; Hin, Eline; Meijer, Johanna H.; Spaink, Herman P.; Schaaf, Marcel J. M.	Biological clock function is linked to proactive and reactive personality types	BMC biology		1741-7007	10.1186/s12915-018-0618-0		BACKGROUND: Many physiological processes in our body are controlled by the biological clock and show circadian rhythmicity. It is generally accepted that a robust rhythm is a prerequisite for optimal functioning and that a lack of rhythmicity can contribute to the pathogenesis of various diseases. Here, we tested in a heterogeneous laboratory zebrafish population whether and how variation in the rhythmicity of the biological clock is associated with the coping styles of individual animals, as assessed in a behavioural assay to reliably measure this along a continuum between proactive and reactive extremes. RESULTS: Using RNA sequencing on brain samples, we demonstrated a prominent difference in the expression level of genes involved in the biological clock between proactive and reactive individuals. Subsequently, we tested whether this correlation between gene expression and coping style was due to a consistent change in the level of clock gene expression or to a phase shift or to altered amplitude of the circadian rhythm of gene expression. Our data show a remarkable individual variation in amplitude of the clock gene expression rhythms, which was also reflected in the fluctuating concentrations of melatonin and cortisol, and locomotor activity. This variation in rhythmicity showed a strong correlation with the coping style of the individual, ranging from robust rhythms with large amplitudes in proactive fish to a complete absence of rhythmicity in reactive fish. The rhythmicity of the proactive fish decreased when challenged with constant light conditions whereas the rhythmicity of reactive individuals was not altered. CONCLUSION: These results shed new light on the role of the biological clock by demonstrating that large variation in circadian rhythmicity of individuals may occur within populations. The observed correlation between coping style and circadian rhythmicity suggests that the level of rhythmicity forms an integral part of proactive or reactive coping styles.	2018-12-21	2024-03-06 20:20:58	2024-03-06T20:20:58Z		148		1	16		BMC Biol								eng					PubMed		PMID: 30577878 PMCID: PMC6303931					Animals; Behaviour; Biological Clocks; Circadian Rhythm; Circadian rhythm; Clock genes; Coping style; Cortisol; Endocrine regulation; Female; Gene Expression; Hydrocortisone; Locomotion; Male; Melatonin; Personality; RNA sequencing; Zebrafish																																																																																																																																				
IZ94JDJ7	journalArticle	2017	Armant, Olivier; Gombeau, Kewin; Guillermin, Christelle Adam	Whole transcriptome data of zebrafish exposed to chronic dose of depleted uranium	Data in Brief		2352-3409	10.1016/j.dib.2017.07.071		The concentration of depleted uranium (DU) in the environment is expected to increase due to anthropogenic activities, posing potential risks on ecosystems. The effects of chronic exposure to DU at concentration close to the environmental standards (0.3-30 µg DU/L) are scarcely characterised. Genomic alterations caused by low doses of pollutants can potentially propagate over generations, but how these effects may affect the health of the progeny remain uncertain for the vast majority of toxicants. The present dataset describes the transcriptomic effects of a chronic exposure to 20 µg DU/L during 10 days on adult zebrafish (Danio rerio) organs, the brain, the testis and the ovaries. The potential multigenerational effects of DU were assessed on the progeny of the adult exposed fish at the two-cells stage and after four days of development. We describe in this article the summary statistics of the differential gene expression analysis and focus on key molecular pathways affected by an exposure to a low concentration of DU. The data presented in this study supports the observation made in Armant et al. (2017) [1] (https://doi.org/10.1016/j.dib.2016.05.007) that DU can induce a molecular stress in both adult zebrafish and their progeny. The raw dataset has been deposited at the Gene Expression Omnibus (GEO) repository under the accession number GEO:GSE96603.	2017-10	2024-03-06 20:20:58	2024-03-06T20:20:58Z		474-482			14		Data Brief								eng					PubMed		PMID: 28831411 PMCID: PMC5554979					Depleted uranium; Development; Genetics; Multigenerational effects; Zebrafish; mRNASeq																																																																																																																																				
7SJJWFEH	journalArticle	2016	Hu, Yu; Xie, Shuying; Yao, Jihua	Identification of Novel Reference Genes Suitable for qRT-PCR Normalization with Respect to the Zebrafish Developmental Stage	PloS One		1932-6203	10.1371/journal.pone.0149277		Reference genes used in normalizing qRT-PCR data are critical for the accuracy of gene expression analysis. However, many traditional reference genes used in zebrafish early development are not appropriate because of their variable expression levels during embryogenesis. In the present study, we used our previous RNA-Seq dataset to identify novel reference genes suitable for gene expression analysis during zebrafish early developmental stages. We first selected 197 most stably expressed genes from an RNA-Seq dataset (29,291 genes in total), according to the ratio of their maximum to minimum RPKM values. Among the 197 genes, 4 genes with moderate expression levels and the least variation throughout 9 developmental stages were identified as candidate reference genes. Using four independent statistical algorithms (delta-CT, geNorm, BestKeeper and NormFinder), the stability of qRT-PCR expression of these candidates was then evaluated and compared to that of actb1 and actb2, two commonly used zebrafish reference genes. Stability rankings showed that two genes, namely mobk13 (mob4) and lsm12b, were more stable than actb1 and actb2 in most cases. To further test the suitability of mobk13 and lsm12b as novel reference genes, they were used to normalize three well-studied target genes. The results showed that mobk13 and lsm12b were more suitable than actb1 and actb2 with respect to zebrafish early development. We recommend mobk13 and lsm12b as new optimal reference genes for zebrafish qRT-PCR analysis during embryogenesis and early larval stages.	2016	2024-03-06 20:20:58	2024-03-06T20:20:58Z		e0149277		2	11		PLoS One								eng					PubMed		PMID: 26891128 PMCID: PMC4758726					Animals; Cluster Analysis; Gene Expression Profiling; Gene Expression Regulation, Developmental; High-Throughput Nucleotide Sequencing; RNA Stability; Real-Time Polymerase Chain Reaction; Reference Standards; Transcriptome; Zebrafish																																																																																																																																				
RURXKQA7	journalArticle	2014	Craig, Theodore A.; Zhang, Yuji; Magis, Andrew T.; Funk, Cory C.; Price, Nathan D.; Ekker, Stephen C.; Kumar, Rajiv	Detection of 1α,25-dihydroxyvitamin D-regulated miRNAs in zebrafish by whole transcriptome sequencing	Zebrafish		1557-8542	10.1089/zeb.2013.0899		The sterol hormone, 1α,25-dihydroxyvitamin D₃ (1α,25(OH)₂D₃), regulates gene expression and messenger RNA (mRNA) concentrations in zebrafish in vivo. Since mRNA concentrations and translation are influenced by micro-RNAs (miRNAs), we examined the influence of 1α,25(OH)₂D₃ on miRNA expression in zebrafish in vivo with whole transcriptome RNA sequencing, searched for miRNA binding sites in 1α,25(OH)₂D₃-sensitive genes, and performed correlation analyses between 1α,25(OH)₂D₃-sensitive miRNAs and mRNAs. In vehicle- and 1α,25(OH)₂D₃-treated, 7-day postfertilization larvae, between 282 and 295 known precursor miRNAs were expressed, and in vehicle- and 1α,25(OH)₂D₃-treated fish, between 83 and 122 novel miRNAs were detected. Following 1α,25(OH)₂D₃ treatment, 31 precursor miRNAs were differentially expressed (p<0.05). The differentially expressed miRNAs are predicted to potentially alter mRNAs for metabolic enzymes, transcription factors, growth factors, and Jak-STAT signaling. We verified the role of a 1α,25(OH)₂D₃-sensitive miRNA, miR125b, by demonstrating alterations in the concentrations of the mRNA of a 1α,25(OH)₂D₃-regulated gene, Cyp24a1, following transfection of renal cells with a miR125b miRNA mimic. Changes in the Cyp24a1 mRNA concentration by the miR125b miRNA mimic were associated with changes in the protein for Cyp24a1. Our data show that 1α,25(OH)₂D₃ regulates miRNA in zebrafish larvae in vivo and could thereby influence vitamin D-sensitive mRNA concentrations.	2014-06	2024-03-06 20:20:58	2024-03-06T20:20:58Z		207-218		3	11		Zebrafish								eng					PubMed		PMID: 24650217 PMCID: PMC4050706					Animals; Cells, Cultured; Female; Gene Expression Profiling; Gene Expression Regulation; MicroRNAs; Molecular Sequence Data; Sequence Analysis, RNA; Vitamin D; Vitamin D3 24-Hydroxylase; Vitamins; Zebrafish; Zebrafish Proteins																																																																																																																																				
NR3KJL7R	journalArticle	2013	Xu, Hongyan; Lam, Siew Hong; Shen, Yuan; Gong, Zhiyuan	Genome-wide identification of molecular pathways and biomarkers in response to arsenic exposure in zebrafish liver	PloS One		1932-6203	10.1371/journal.pone.0068737		Inorganic arsenic is a worldwide metalloid pollutant in environment. Although extensive studies on arsenic-induced toxicity have been conducted using in vivo and in vitro models, the exact molecular mechanism of arsenate toxicity remains elusive. Here, the RNA-SAGE (serial analysis of gene expression) sequencing technology was used to analyse hepatic response to arsenic exposure at the transcriptome level. Based on more than 12 million SAGE tags mapped to zebrafish genes, 1,444 differentially expressed genes (750 up-regulated and 694 down-regulated) were identified from a relatively abundant transcripts (>10 TPM [transcripts per million]) based on minimal two-fold change. By gene ontology analyses, these differentially expressed genes were significantly enriched in several major biological processes including oxidation reduction, translation, iron ion transport, cell redox, homeostasis, etc. Accordingly, the main pathways disturbed include metabolic pathways, proteasome, oxidative phosphorylation, cancer, etc. Ingenity Pathway Analysis further revealed a network with four important upstream factors or hub genes, including Jun, Kras, APoE and Nr2f2. The network indicated apparent molecular events involved in oxidative stress, carcinogenesis, and metabolism. In order to identify potential biomarker genes for arsenic exposure, 27 out of 29 up-regulated transcripts were validated by RT-qPCR analysis in pooled RNA samples. Among these, 14 transcripts were further confirmed for up-regulation by a lower dosage of arsenic in majority of individual zebrafish. Finally, at least four of these genes, frh3 (ferrintin H3), mgst1 (microsomal glutathione S-transferase-like), cmbl (carboxymethylenebutenolidase homolog) and slc40a1 (solute carrier family 40 [iron-regulated transporter], member 1) could be confirmed in individual medaka fish similarly treated by arsenic; thus, these four genes might be robust arsenic biomarkers across species. Thus, our work represents the first comprehensive investigation of molecular mechanism of asenic toxicity and genome-wide search for potential biomarkers for arsenic exposure.	2013	2024-03-06 20:20:58	2024-03-06T20:20:58Z		e68737		7	8		PLoS One								eng					PubMed		PMID: 23922661 PMCID: PMC3726666					Animals; Arsenic; Biomarkers; Environmental Exposure; Gene Expression Profiling; Gene Ontology; Genome; Liver; Signal Transduction; Toxicogenetics; Transcription Factors; Transcriptome; Zebrafish																																																																																																																																				
MVAU8PQ7	journalArticle	2016	Armant, Olivier; Gourain, Victor; Etard, Christelle; Strähle, Uwe	Whole transcriptome data analysis of zebrafish mutants affecting muscle development	Data in Brief		2352-3409	10.1016/j.dib.2016.05.007		Formation of the contractile myofibril of the skeletal muscle is a complex process which when perturbed leads to muscular dystrophy. Herein, we provide a mRNAseq dataset on three different zebrafish mutants affecting muscle organization during embryogenesis. These comprise the myosin folding chaperone unc45b (unc45b-/-), heat shock protein 90aa1.1 (hsp90aa1.1-/-) and the acetylcholine esterase (ache-/-) gene. The transcriptome analysis was performed in duplicate experiments at 72 h post-fertilization (hpf) for all three mutants, with two additional times of development (24 hpf and 48 hpf) for unc45b-/-. A total of 20 samples were analyzed by hierarchical clustering for differential gene expression. The data from this study support the observation made in Etard et al. (2015) [1] (http://dx.doi.org/10.1186/s13059-015-0825-8) that a failure to fold myosin activates a unique transcriptional program in the skeletal muscles that is different from that induced in stressed muscle cells.	2016-09	2024-03-06 20:20:58	2024-03-06T20:20:58Z		61-68			8		Data Brief								eng					PubMed		PMID: 27274534 PMCID: PMC4885013					Development; Genetics; Muscle mutant; Zebrafish; mRNASeq																																																																																																																																				
MBAR97P7	journalArticle	2016	Johnstone, Timothy G.; Bazzini, Ariel A.; Giraldez, Antonio J.	Upstream ORFs are prevalent translational repressors in vertebrates	The EMBO journal		1460-2075	10.15252/embj.201592759		Regulation of gene expression is fundamental in establishing cellular diversity and a target of natural selection. Untranslated mRNA regions (UTRs) are key mediators of post-transcriptional regulation. Previous studies have predicted thousands of ORFs in 5'UTRs, the vast majority of which have unknown function. Here, we present a systematic analysis of the translation and function of upstream open reading frames (uORFs) across vertebrates. Using high-resolution ribosome footprinting, we find that (i)uORFs are prevalent within vertebrate transcriptomes, (ii) the majority show signatures of active translation, and (iii)uORFs act as potent regulators of translation and RNA levels, with a similar magnitude to miRNAs. Reporter experiments reveal clear repression of downstream translation by uORFs/oORFs. uORF number, intercistronic distance, overlap with the CDS, and initiation context most strongly influence translation. Evolution has targeted these features to favor uORFs amenable to regulation over constitutively repressive uORFs/oORFs. Finally, we observe that the regulatory potential of uORFs on individual genes is conserved across species. These results provide insight into the regulatory code within mRNA leader sequences and their capacity to modulate translation across vertebrates.	2016-04-01	2024-03-06 20:20:58	2024-03-06T20:20:58Z		706-723		7	35		EMBO J								eng					PubMed		PMID: 26896445 PMCID: PMC4818764					Animals; Open Reading Frames; Protein Biosynthesis; Repressor Proteins; Transcription, Genetic; Vertebrates; gene regulation; ribosome profiling; translation; uORFs																																																																																																																																				
2QUIPGXT	journalArticle	2014	Risso, Davide; Ngai, John; Speed, Terence P.; Dudoit, Sandrine	Normalization of RNA-seq data using factor analysis of control genes or samples	Nature Biotechnology		1546-1696	10.1038/nbt.2931		Normalization of RNA-sequencing (RNA-seq) data has proven essential to ensure accurate inference of expression levels. Here, we show that usual normalization approaches mostly account for sequencing depth and fail to correct for library preparation and other more complex unwanted technical effects. We evaluate the performance of the External RNA Control Consortium (ERCC) spike-in controls and investigate the possibility of using them directly for normalization. We show that the spike-ins are not reliable enough to be used in standard global-scaling or regression-based normalization procedures. We propose a normalization strategy, called remove unwanted variation (RUV), that adjusts for nuisance technical effects by performing factor analysis on suitable sets of control genes (e.g., ERCC spike-ins) or samples (e.g., replicate libraries). Our approach leads to more accurate estimates of expression fold-changes and tests of differential expression compared to state-of-the-art normalization methods. In particular, RUV promises to be valuable for large collaborative projects involving multiple laboratories, technicians, and/or sequencing platforms.	2014-09	2024-03-06 20:20:58	2024-03-06T20:20:58Z		896-902		9	32		Nat Biotechnol								eng					PubMed		PMID: 25150836 PMCID: PMC4404308					Action Potentials; Factor Analysis, Statistical; Sequence Analysis, RNA																																																																																																																																				
643BZ3LW	journalArticle	2003	Inoue, Jun G.; Miya, Masaki; Tsukamoto, Katsumi; Nishida, Mutsumi	Basal actinopterygian relationships: a mitogenomic perspective on the phylogeny of the "ancient fish"	Molecular Phylogenetics and Evolution		1055-7903	10.1016/s1055-7903(02)00331-7		The basal actinopterygians comprise four major lineages (polypteriforms, acipenseriforms, lepisosteids, and Amia) and have been collectively called "ancient fish." We investigated the phylogeny of this group of fishes in relation to teleosts using mitochondrial genomic (mitogenomic) data, and compared this to the various alternative phylogenetic hypotheses that have been proposed previously. In addition to the previously determined complete mitochondrial DNA (mtDNA) sequences from 14 teleosts and two outgroups, we used newly determined mitogenomic sequences of 12 purposefully chosen species representing all the ancient fish lineages plus related teleosts. This data set comprised concatenated nucleotide sequences from 12 protein-coding genes (excluding the ND6 gene and third codon positions) and 22 transfer RNA (tRNA) genes (stem regions only) and these data were subjected to maximum parsimony, maximum likelihood, and Bayesian analyses. The resultant trees from the three methods were well resolved and largely congruent, with most internal branches being supported by high statistical values. Mitogenomic data strongly supported not only the monophyly of the teleosts (osteoglossomorphs and above), but also a sister-group relationship between the teleosts and a clade comprising the acipenseriforms, lepisosteids, and Amia, with the polypteriforms occupying the most basal position in the actinopterygian phylogeny. Although the tree topology differed from any of the previously proposed hypotheses based on morphology, it exhibited congruence with a recently proposed novel hypothesis based on nuclear markers.	2003-01	2024-03-06 20:20:57	2024-03-06T20:20:57Z		110-120		1	26		Mol Phylogenet Evol	Basal actinopterygian relationships							eng					PubMed		PMID: 12470943					Animals; DNA, Mitochondrial; Fishes; Genetic Markers; Genome; Phylogeny																																																																																																																																				
546RL5WB	journalArticle	2022	Shah, Sahil H.; Schiapparelli, Lucio M.; Ma, Yuanhui; Yokota, Satoshi; Atkins, Melissa; Xia, Xin; Cameron, Evan G.; Huang, Thanh; Saturday, Sarah; Sun, Catalina B.; Knasel, Cara; Blackshaw, Seth; Yates, John R.; Cline, Hollis T.; Goldberg, Jeffrey L.	Quantitative transportomics identifies Kif5a as a major regulator of neurodegeneration	eLife		2050-084X	10.7554/eLife.68148		Many neurons in the adult central nervous system, including retinal ganglion cells (RGCs), degenerate and die after injury. Early axon protein and organelle trafficking failure is a key component in many neurodegenerative disorders yet changes to axoplasmic transport in disease models have not been quantified. We analyzed early changes in the protein 'transportome' from RGC somas to their axons after optic nerve injury and identified transport failure of an anterograde motor protein Kif5a early in RGC degeneration. We demonstrated that manipulating Kif5a expression affects anterograde mitochondrial trafficking in RGCs and characterized axon transport in Kif5a knockout mice to identify proteins whose axon localization was Kif5a-dependent. Finally, we found that knockout of Kif5a in RGCs resulted in progressive RGC degeneration in the absence of injury. Together with expression data localizing Kif5a to human RGCs, these data identify Kif5a transport failure as a cause of RGC neurodegeneration and point to a mechanism for future therapeutics.	2022-03-08	2024-03-06 20:20:57	2024-03-06T20:20:57Z		e68148			11		Elife								eng					PubMed		PMID: 35259089 PMCID: PMC8947766					Animals; Axonal Transport; Axons; Kinesins; Mice; Mice, Inbred C57BL; Nerve Regeneration; Optic Nerve Injuries; Retinal Ganglion Cells; degeneration; mouse; neuroscience; optic nerve; proteomics; rat; regeneration; regenerative medicine; retinal ganglion cell; stem cells																																																																																																																																				
MPM55WL3	journalArticle	2021	Siddiqui, Tohid; Bhattarai, Prabesh; Popova, Stanislava; Cosacak, Mehmet Ilyas; Sariya, Sanjeev; Zhang, Yixin; Mayeux, Richard; Tosto, Giuseppe; Kizil, Caghan	KYNA/Ahr Signaling Suppresses Neural Stem Cell Plasticity and Neurogenesis in Adult Zebrafish Model of Alzheimer's Disease	Cells		2073-4409	10.3390/cells10102748		Neurogenesis decreases in Alzheimer's disease (AD) patients, suggesting that restoring the normal neurogenic response could be a disease modifying intervention. To study the mechanisms of pathology-induced neuro-regeneration in vertebrate brains, zebrafish is an excellent model due to its extensive neural regeneration capacity. Here, we report that Kynurenic acid (KYNA), a metabolite of the amino acid tryptophan, negatively regulates neural stem cell (NSC) plasticity in adult zebrafish brain through its receptor, aryl hydrocarbon receptor 2 (Ahr2). The production of KYNA is suppressed after amyloid-toxicity through reduction of the levels of Kynurenine amino transferase 2 (KAT2), the key enzyme producing KYNA. NSC proliferation is enhanced by an antagonist for Ahr2 and is reduced with Ahr2 agonists or KYNA. A subset of Ahr2-expressing zebrafish NSCs do not express other regulatory receptors such as il4r or ngfra, indicating that ahr2-positive NSCs constitute a new subset of neural progenitors that are responsive to amyloid-toxicity. By performing transcriptome-wide association studies (TWAS) in three late onset Alzheimer disease (LOAD) brain autopsy cohorts, we also found that several genes that are components of KYNA metabolism or AHR signaling are differentially expressed in LOAD, suggesting a strong link between KYNA/Ahr2 signaling axis to neurogenesis in LOAD.	2021-10-14	2024-03-06 20:20:57	2024-03-06T20:20:57Z		2748		10	10		Cells								eng					PubMed		PMID: 34685728 PMCID: PMC8534484					Alzheimer Disease; Alzheimer’s disease; Animals; Brain; Cell Proliferation; Cohort Studies; Disease Models, Animal; Humans; Kynurenic Acid; Models, Biological; Neural Stem Cells; Neurogenesis; Neuronal Plasticity; Receptors, Aryl Hydrocarbon; Signal Transduction; Transcriptome; Zebrafish; Zebrafish Proteins; kynurenic acid; neural stem cell; neurogenesis; plasticity; proliferation; regeneration; transcriptome-wide association study; zebrafish																																																																																																																																				
MND3RBWZ	journalArticle	2024	Liu, Zhengcheng; Meng, Yidan; Ishikura, Ayu; Kawakami, Atsushi	Live tracking of basal stem cells of the epidermis during growth, homeostasis and injury response in zebrafish	Development (Cambridge, England)		1477-9129	10.1242/dev.202315		Basal stem cells of the epidermis continuously differentiate into keratinocytes and replenish themselves via self-renewal to maintain skin homeostasis. Numerous studies have attempted to reveal how basal cells undergo differentiation or self-renewal; however, this has been hampered by a lack of robust basal cell markers and analytical platforms that allow single-cell tracking. Here, we report that zebrafish integrin beta 4 is a useful marker for basal cell labelling, irrespective of the body region, stage and regenerative status. We employed Cre-loxP recombination in combination with live cell tracking of single basal clones in the caudal fin and investigated the embryonic origin and behaviour of basal cells during fish growth and homeostasis. Although most basal cells, including those in fins, became quiescent in the adult stage, genetic cell ablation showed that basal cells were reactivated to either self-renew or differentiate, depending on the injured cell type. Our study provides a simple and easy-to-use platform for quantitative in vivo imaging of basal stem cells at wider stages and under various conditions.	2024-01-15	2024-03-06 20:20:56	2024-03-06T20:20:56Z		dev202315		2	151		Development								eng					PubMed		PMID: 38265193					Animals; Cell lineage; Cre-loxP; Epidermal Cells; Epidermis; Homeostasis; Integrin beta 4; Keratin 18; Keratinocytes; Zebrafish																																																																																																																																				
ECX9EX2A	journalArticle	2024	Lawir, Divine-Fondzenyuy; Soza-Ried, Cristian; Iwanami, Norimasa; Siamishi, Iliana; Bylund, Göran O.; O Meara, Connor; Sikora, Katarzyna; Kanzler, Benoît; Johansson, Erik; Schorpp, Michael; Cauchy, Pierre; Boehm, Thomas	Antagonistic interactions safeguard mitotic propagation of genetic and epigenetic information in zebrafish	Communications Biology		2399-3642	10.1038/s42003-023-05692-3		The stability of cellular phenotypes in developing organisms depends on error-free transmission of epigenetic and genetic information during mitosis. Methylation of cytosine residues in genomic DNA is a key epigenetic mark that modulates gene expression and prevents genome instability. Here, we report on a genetic test of the relationship between DNA replication and methylation in the context of the developing vertebrate organism instead of cell lines. Our analysis is based on the identification of hypomorphic alleles of dnmt1, encoding the DNA maintenance methylase Dnmt1, and pole1, encoding the catalytic subunit of leading-strand DNA polymerase epsilon holoenzyme (Pole). Homozygous dnmt1 mutants exhibit genome-wide DNA hypomethylation, whereas the pole1 mutation is associated with increased DNA methylation levels. In dnmt1/pole1 double-mutant zebrafish larvae, DNA methylation levels are restored to near normal values, associated with partial rescue of mutant-associated transcriptional changes and phenotypes. Hence, a balancing antagonism between DNA replication and maintenance methylation buffers against replicative errors contributing to the robustness of vertebrate development.	2024-01-05	2024-03-06 20:20:56	2024-03-06T20:20:56Z		31		1	7		Commun Biol								eng					PubMed		PMID: 38182651 PMCID: PMC10770094					Alleles; Animals; DNA; DNA Methylation; Epigenesis, Genetic; Zebrafish																																																																																																																																				
